Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Day_of_Week_Weekend,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night
33.95,2,2.86,1.42,0.15,,59.475,0,0,0,0
37.87,1,3.76,,0.26,70.65,64.5434,0,0,0,1
39.79,1,2.33,1.9,0.36,,101.5506,0,0,0,0
39.69,3,4.9,0.57,0.38,,31.0915,0,0,0,0
5.47,1,2.52,0.82,0.17,75.75,19.8829,1,0,1,0
25.23,3,3.94,1.35,0.13,100.22,51.0291,0,0,1,0
,1,,1.42,0.48,23.11,19.2572,0,0,0,1
27.93,4,4.15,0.56,0.2,73.35,34.4608,1,0,0,1
44.5,4,4.02,1.47,0.45,23.88,80.18099999999998,1,0,0,1
,,3.84,1.55,0.41,19.2,39.9065,0,0,0,0
6.74,4,4.68,1.46,0.17,117.71,34.5311,1,1,0,0
8.01,3,,0.98,0.43,50.28,31.7102,0,0,0,0
38.31,1,2.99,0.64,0.41,31.15,40.2799,1,0,0,0
31.29,1,2.74,1.14,0.34,24.7,46.8086,1,0,0,0
5.96,,4.96,0.69,0.23,81.77,27.8795,0,0,0,0
5.12,4,3.17,1.92,0.21,75.09,28.7693,1,0,1,0
35.35,1,4.2,1.21,0.15,79.01,58.825,0,0,1,0
4.57,2,4.05,0.98,0.3,15.12,13.0646,0,0,0,0
41.27,1,2.64,1.65,0.33,107.76,106.2963,0,1,0,0
,2,2.72,1.25,0.24,49.77,59.1773,0,0,1,0
,4,2.84,0.97,0.29,41.04,19.5819,0,0,0,0
5.16,2,3.23,1.72,0.25,58.17,26.6477,0,0,0,1
49.35,2,2.7,1.8,0.36,49.86,109.4796,0,0,1,0
19.34,2,2.06,1.51,0.46,104.31,79.24600000000001,1,0,0,0
19.16,2,4.64,0.57,,111.87,34.5791,1,0,0,0
40.83,1,4.9,1.35,,39.9,69.99549999999999,0,1,0,0
47.42,2,3.02,1.64,0.16,104.35,97.4848,0,0,1,0
,1,3.02,0.7,0.35,94.88,70.745,0,0,0,0
37.92,2,2.02,0.84,0.39,112.04,77.56840000000001,0,1,0,0
19.44,,4.04,1.82,0.47,33.26,55.053,0,0,0,1
39.08,,2.44,1.63,,36.57,83.694,0,0,0,0
28.36,3,2.48,1.21,0.13,99.77,49.7657,1,0,0,0
21.79,2,4.37,1.17,0.34,5.61,31.7717,0,1,0,0
45.41,2,3.85,0.51,0.12,69.95,35.4031,0,0,0,0
6.45,2,2.13,1.73,0.46,44.01,33.5331,0,0,1,0
25.14,3,3.87,1.04,0.31,42.11,43.069700000000005,0,0,0,1
1.56,4,2.93,1.31,0.37,79.16,34.2628,0,0,0,0
23.96,3,3.11,1.52,0.43,102.92,83.7848,0,0,0,0
3.76,4,4.31,1.55,0.16,75.06,22.1476,0,0,1,0
6.82,2,4.43,1.93,0.12,103.11,29.965799999999994,0,0,0,0
6.76,,3.2,1.3,0.45,35.43,27.9315,1,0,0,0
32.81,,4.84,,0.23,64.74,55.82120000000001,1,0,0,0
37.56,4,3.22,1.93,0.15,56.81,84.23230000000001,0,0,1,0
29.59,3,4.32,1.46,0.29,6.34,49.36,0,0,0,0
48.15,2,3.45,0.95,0.34,69.03,72.6627,0,0,0,1
19.37,3,4.69,0.69,0.11,81.08,26.9741,0,0,1,0
15.0,3,4.72,1.76,0.21,73.07,46.46469999999999,0,0,0,1
43.56,3,2.26,1.04,0.11,89.67,57.426100000000005,0,0,0,0
11.96,2,4.81,1.49,0.27,70.7,41.71940000000001,0,1,0,0
48.2,3,4.48,1.21,0.46,12.68,68.63480000000001,0,0,0,0
,3,4.37,0.8,0.49,18.39,14.6611,0,0,0,0
48.52,2,2.6,1.4,0.35,73.59,96.2845,1,1,0,0
3.11,3,4.42,0.59,0.16,36.62,12.1141,1,1,0,0
44.67,2,4.55,1.12,0.46,14.16,61.09400000000001,1,0,0,0
26.86,4,2.87,1.32,0.31,54.4,55.1892,0,0,0,0
49.66,4,4.86,1.15,0.16,68.75,72.969,1,0,0,0
,,2.15,1.62,0.47,42.81,29.7551,0,1,0,0
28.14,3,2.45,,0.4,87.85,86.5536,1,1,0,0
48.5,1,3.61,1.66,0.39,79.03,114.9417,0,1,0,0
26.63,1,3.73,0.56,0.38,43.27,35.08540000000001,1,0,0,0
31.84,3,3.94,0.79,0.18,91.81,45.6194,0,1,0,0
107.78683195771164,1,2.05,1.3,0.18,79.6,322.7259960920446,1,0,1,0
23.27,2,4.88,1.9,0.38,78.31,78.85079999999999,1,0,0,0
31.75,1,2.13,1.75,0.19,68.64,70.7341,0,0,1,0
29.63,3,2.43,1.76,0.28,6.31,56.345600000000005,0,0,0,0
45.16,3,2.04,,0.41,85.1,79.833,1,0,0,0
3.23,2,3.7,1.14,0.41,48.24,27.1606,0,0,0,0
14.77,4,4.8,1.21,0.28,113.4,54.42370000000001,1,0,0,0
47.57,,4.0,0.74,0.42,99.07,80.81119999999999,0,0,0,0
44.62,2,4.47,0.55,0.44,72.58,60.9462,0,0,0,0
23.33,1,2.04,1.92,,34.0,59.0736,0,0,1,0
31.39,1,3.63,0.86,0.19,28.43,36.0271,0,0,0,0
14.59,2,,0.86,0.21,44.14,25.1968,1,0,1,0
10.22,2,3.5,0.63,0.23,59.81,23.694900000000004,0,0,1,0
23.72,3,2.22,1.89,0.15,39.05,52.9083,0,0,0,0
18.31,1,4.05,1.37,0.21,64.22,42.6209,0,0,0,0
29.6,2,3.51,1.5,0.18,24.02,52.2336,0,0,0,0
4.81,1,4.3,1.87,0.28,117.44,46.1779,1,0,0,0
48.75,2,3.46,1.02,0.46,17.41,61.1936,1,0,0,0
49.32,1,2.45,1.43,0.14,112.17,88.6814,0,1,0,0
35.21,4,3.94,0.56,0.39,110.06,66.581,1,0,0,0
27.27,3,2.52,0.78,0.37,65.42,47.996,1,0,0,0
16.17,1,4.62,1.75,0.14,,45.28790000000001,0,0,0,0
40.88,4,,1.65,0.47,55.15,97.2125,1,0,0,0
34.55,1,2.47,1.03,,,63.615,0,0,0,0
8.97,1,4.89,1.07,0.25,44.17,25.5304,0,0,0,0
45.64,4,3.56,1.3,0.4,39.63,78.744,1,0,0,0
41.3,1,2.22,,0.2,71.5,37.17,0,0,0,0
47.54,1,3.88,0.86,0.38,,68.4308,1,0,0,0
36.56,3,2.76,0.81,0.12,,40.9716,1,1,0,0
31.06,4,4.41,0.88,0.44,37.97,48.4496,0,1,0,0
21.49,4,4.45,1.71,0.28,47.2,54.4139,1,1,0,0
46.7,2,4.94,,0.35,14.65,53.0315,0,0,0,1
43.44,1,3.51,0.79,0.19,11.01,39.9195,0,0,1,0
3.22,3,3.36,,0.37,34.15,20.0527,0,0,1,0
2.29,1,4.26,1.8,0.41,13.54,13.9334,1,0,1,0
19.45,1,2.4,0.86,0.29,16.93,24.0367,0,0,0,0
40.72,2,3.64,0.62,0.35,98.49,63.3579,0,1,0,0
49.38,1,3.64,1.03,0.28,9.47,57.153000000000006,0,0,1,0
8.37,3,2.27,1.62,,80.78,52.9882,1,0,0,1
30.11,3,3.25,1.33,0.3,36.34,54.1983,0,0,1,0
19.66,2,4.56,1.73,0.44,105.23,84.873,0,0,0,1
48.53,1,4.57,1.94,,60.77,124.2416,0,0,0,0
42.26,3,2.3,1.69,0.26,40.14,84.1558,0,0,1,0
42.08,1,2.27,1.41,0.19,64.53,73.86349999999999,1,0,0,0
23.97,1,2.79,1.24,0.26,48.93,45.2346,0,0,1,0
21.33,1,4.62,0.56,0.43,69.89,46.61750000000001,0,0,1,0
14.4,2,2.39,1.98,0.19,18.17,34.3543,1,0,0,0
3.76,,4.16,1.08,0.31,119.65,45.31230000000001,0,1,0,0
43.37,3,2.3,0.73,0.42,53.94,56.61489999999999,1,0,0,0
40.83,1,3.87,1.5,0.24,45.05,75.92699999999999,0,0,0,0
49.99,3,3.07,0.93,0.36,86.67,80.7619,1,0,0,0
139.476514583775,1,4.37,1.38,0.2,46.85,296.0886973121837,0,1,0,0
28.22,3,2.7,1.38,0.14,100.83,55.7598,0,0,1,0
38.68,,3.92,1.17,0.42,57.24,73.2164,1,0,0,0
47.29,1,2.71,1.75,0.14,87.75,97.75249999999998,1,0,1,0
42.63,1,4.14,,0.21,17.36,46.15260000000001,1,0,1,0
13.12,3,4.62,1.17,0.44,102.3,64.9824,0,0,0,0
23.08,4,2.38,1.31,0.24,89.61,54.1212,1,0,1,0
7.33,2,4.6,1.5,0.49,29.35,29.9765,1,0,0,0
47.75,4,3.78,1.68,0.49,,94.6379,0,1,0,0
30.7,4,2.38,1.09,0.21,41.37,44.5307,1,0,1,0
12.2,1,3.28,1.47,0.12,117.25,35.284,1,0,0,0
33.91,2,2.48,0.73,0.38,34.54,40.3595,0,0,1,0
31.29,,4.1,1.9,0.28,57.45,79.637,0,0,0,1
18.55,1,4.28,1.07,0.14,,25.3115,0,0,0,0
6.56,4,2.32,1.59,0.38,50.68,32.0088,0,1,0,0
33.91,4,,0.53,0.11,,29.2693,0,0,0,0
26.5,1,4.44,0.81,0.45,114.61,77.4795,0,0,1,0
38.84,1,4.81,1.23,,64.42,62.89040000000001,0,0,0,0
26.49,1,3.54,1.82,0.15,99.2,66.6318,0,0,0,1
42.76,2,4.85,1.29,0.17,67.92,71.5568,0,0,0,0
28.04,4,3.61,1.89,0.48,9.69,61.2568,1,1,0,0
28.49,,3.18,1.23,0.38,41.23,53.8901,1,1,0,0
43.96,3,4.54,1.24,0.42,71.19,88.9502,0,0,1,0
20.77,4,3.48,,0.26,,47.3268,1,0,1,0
7.57,3,3.42,1.7,0.23,103.8,40.163,0,0,0,0
2.41,2,3.47,0.87,0.19,31.26,11.5061,0,0,0,0
38.0,,4.54,1.85,0.29,30.31,83.6299,0,1,0,0
31.4,3,4.5,1.87,0.32,28.13,72.2196,0,0,0,1
35.5,2,3.21,1.91,0.35,111.09,109.89649999999996,1,0,0,0
11.44,1,3.0,1.28,0.2,103.06,38.2552,1,0,1,0
7.68,3,3.48,1.52,0.48,94.11,60.32639999999999,0,1,0,0
1.71,3,3.72,1.67,0.17,50.16,15.1029,0,0,1,0
18.18,2,2.72,0.7,0.49,63.0,46.316,0,1,0,0
29.91,1,4.38,1.4,0.11,58.4,52.678,0,0,0,0
20.22,1,3.46,0.55,,34.14,24.4816,0,0,0,0
22.44,3,3.0,1.25,0.23,63.08,45.5584,0,0,1,0
45.3,3,2.32,0.73,0.28,8.51,37.7718,1,0,0,0
18.06,3,2.72,0.77,0.33,20.16,23.279,1,0,0,0
26.19,1,4.85,1.05,0.27,106.96,61.2287,0,0,0,0
39.4,2,2.92,1.15,0.27,91.44,72.9188,1,0,0,0
20.43,2,2.51,1.43,0.39,53.63,52.6406,0,1,0,0
31.48,1,3.38,0.61,0.37,64.47,46.4367,0,1,0,0
43.26,4,2.92,1.26,0.43,47.55,77.8741,0,0,1,0
47.53,2,2.11,0.77,0.2,90.19,56.7461,0,0,1,0
8.21,3,2.97,1.36,0.34,95.18,46.49680000000001,1,0,1,0
46.4,4,3.63,1.46,0.33,92.78,101.9914,0,0,0,0
25.11,4,3.66,1.34,0.25,88.1,59.3324,0,0,0,0
23.5,4,3.34,1.0,0.23,43.87,36.9301,0,0,1,0
49.02,4,4.9,1.65,0.16,59.03,95.2278,1,0,0,0
25.14,2,3.13,1.15,0.19,43.04,40.2186,0,0,0,0
17.11,,2.77,1.23,,91.82,36.6701,0,0,0,0
,4,2.73,1.47,0.37,42.88,65.6944,0,0,0,1
12.77,3,3.37,0.53,,20.9,17.662100000000002,0,0,1,0
4.72,1,4.28,1.48,0.48,50.89,35.6928,0,0,0,0
7.32,4,2.62,1.43,0.39,117.69,58.9867,0,0,0,0
122.82019097975328,,4.13,0.96,0.12,30.98,247.5983178992313,0,0,0,0
8.44,3,2.06,0.63,0.45,75.4,41.30720000000001,1,1,0,0
7.8,,3.26,0.64,0.45,,32.9075,1,0,0,0
32.4,4,4.33,1.88,0.28,13.17,68.9296,1,0,0,1
9.91,1,3.02,1.53,0.33,61.11,38.348600000000005,0,0,1,0
17.94,1,3.69,0.69,0.49,85.75,58.0861,0,0,1,0
44.94,1,2.61,1.04,0.31,64.02,69.1938,0,1,0,0
24.22,2,4.23,1.39,0.46,,86.3292,1,0,0,0
33.71,2,,1.75,0.13,38.23,66.1224,0,0,1,0
9.44,1,4.56,0.57,0.18,14.92,12.6264,0,0,1,0
10.42,1,,0.85,0.28,112.71,43.0058,0,0,1,0
3.0,2,4.62,1.83,0.33,48.49,26.111700000000003,0,1,0,0
9.28,3,3.06,0.51,0.43,71.29,38.447500000000005,0,0,1,0
14.65,4,4.17,0.8,0.5,96.08,63.93,0,0,0,0
9.67,4,2.96,1.94,0.26,42.3,32.7178,1,0,1,0
5.35,1,4.72,1.42,0.12,87.36,22.8002,0,0,0,0
6.91,3,2.38,0.89,0.42,20.57,17.1693,0,0,1,0
23.58,2,2.54,0.6,0.34,38.5,29.778,0,0,0,0
11.11,1,3.48,0.54,0.18,21.64,13.3746,0,0,1,0
18.85,3,2.25,0.87,0.3,98.29,48.1365,0,0,0,0
25.67,3,2.59,1.82,0.4,30.6,61.54940000000001,1,0,1,0
34.83,3,4.83,1.12,0.41,87.5,79.71459999999999,0,0,0,0
2.93,2,4.93,1.58,0.3,113.48,43.60339999999999,1,1,0,0
40.17,2,3.13,1.88,0.22,65.69,93.1014,0,0,0,0
31.77,4,4.77,1.11,0.49,67.1,72.9137,0,0,0,0
5.01,4,3.63,0.79,0.37,58.02,29.055300000000003,1,0,0,0
43.81,3,2.81,1.28,0.26,42.48,69.9316,0,0,0,0
46.12,3,4.11,1.86,0.21,59.7,102.4302,0,0,0,0
138.76388715029725,2,3.98,1.71,0.39,74.32,332.0436886774302,0,0,0,1
14.57,4,4.97,0.6,,118.39,37.39,0,0,0,0
40.5,3,2.8,1.54,,112.84,84.3528,1,0,0,0
37.66,4,4.02,1.36,0.31,104.15,87.5241,0,1,0,0
10.04,,2.16,1.86,0.22,107.25,44.4294,1,0,0,0
11.26,3,2.34,0.68,,58.8,30.5768,1,0,1,0
19.15,2,2.01,1.3,0.15,80.61,38.9965,0,0,0,0
24.74,3,5.0,1.82,0.36,107.93,88.8816,1,0,0,1
19.08,4,4.36,1.22,0.1,115.6,39.1976,1,0,0,0
23.66,3,3.53,0.61,0.15,52.82,25.8856,0,0,1,0
37.63,2,2.9,0.92,,74.12,72.356,0,0,0,0
2.8,3,2.45,,0.45,86.63,44.2055,0,0,1,0
13.37,2,2.85,1.92,0.19,114.32,50.2412,0,0,0,0
35.95,2,3.13,0.92,0.41,33.13,49.78730000000001,0,1,0,0
27.07,1,2.23,0.74,0.25,35.88,31.2318,0,1,0,0
6.25,4,2.05,1.23,0.37,94.31,44.6322,1,0,0,1
22.92,3,2.31,1.61,0.13,68.51,48.11750000000001,0,0,1,0
27.1,4,,1.8,0.26,81.01,73.0726,0,0,0,0
12.88,2,4.8,1.44,0.49,42.13,43.9909,1,0,1,0
14.19,1,3.91,1.5,0.32,,44.507000000000005,1,0,0,1
19.49,4,4.41,0.69,0.22,76.0,34.5781,1,0,0,1
,4,3.08,0.7,0.38,27.81,25.3938,0,1,0,0
11.36,1,,1.66,0.36,115.59,62.8,1,0,0,0
6.87,4,4.35,1.9,0.48,89.4,60.315,0,0,1,0
44.64,1,2.5,1.58,0.11,52.27,78.7809,0,1,0,0
30.09,,3.54,1.63,0.22,45.84,62.6715,1,0,1,0
,2,3.46,0.83,0.47,51.82,56.2678,0,1,0,0
39.67,1,3.88,1.16,0.23,52.06,61.871,0,1,0,0
25.42,4,4.84,1.43,0.2,67.58,54.7066,0,1,0,0
5.26,1,3.74,1.65,0.31,67.5,33.344,0,0,1,0
27.32,2,3.62,0.66,0.43,62.17,48.3843,0,0,0,0
29.76,3,2.15,1.94,0.14,20.5,62.7544,0,0,1,0
37.53,4,2.19,1.84,0.48,62.05,101.0292,0,0,0,0
22.15,2,2.56,0.91,0.42,24.45,32.985499999999995,1,0,1,0
7.25,,2.1,1.73,0.17,19.51,17.9592,0,0,0,1
14.91,1,4.23,1.28,0.38,112.25,65.9698,1,0,0,0
18.79,3,4.17,1.19,0.25,74.57,45.1726,1,0,0,0
28.97,3,4.51,1.37,0.41,51.21,65.195,0,0,0,0
18.45,4,2.46,1.59,0.49,109.53,85.4652,0,0,0,0
49.34,4,,1.12,0.15,78.36,69.91480000000001,1,0,0,0
30.68,1,2.75,1.44,0.27,93.45,72.16069999999999,0,0,0,1
12.62,3,3.12,1.55,0.29,47.38,36.4212,0,0,0,0
5.99,3,2.76,1.57,0.25,115.4,41.014300000000006,0,0,0,1
8.49,,3.47,,0.25,99.35,33.2317,0,1,0,0
13.05,1,3.22,1.79,0.12,103.2,38.9635,0,0,1,0
8.87,3,4.96,1.19,0.37,24.8,24.6913,0,0,0,1
14.97,2,2.43,0.86,0.18,37.85,22.1172,0,1,0,0
9.5,1,2.16,1.22,0.43,36.15,29.2945,0,0,0,0
44.94,2,,1.83,0.42,103.37,129.5356,0,1,0,0
4.93,1,2.16,1.07,0.29,8.67,9.9494,1,1,0,0
26.7,4,4.51,1.62,0.22,13.75,50.789,0,1,0,0
21.11,3,3.54,0.65,0.36,36.5,30.4015,1,1,0,0
49.14,3,3.58,1.21,0.22,27.99,69.1972,0,0,0,0
20.49,1,2.51,1.66,0.39,96.76,74.2598,0,0,0,0
48.5,4,2.59,0.82,0.12,,50.7312,0,0,1,0
43.41,2,2.96,1.25,0.14,5.66,58.0149,0,0,0,0
41.04,,3.78,0.85,0.1,54.37,44.101,0,0,0,0
13.64,2,2.63,1.11,0.16,51.91,26.076,1,0,0,1
9.37,1,2.35,1.67,0.13,18.1,20.3509,0,0,0,0
33.76,1,,1.66,0.5,82.76,102.3316,0,1,0,0
46.54,2,2.07,0.84,0.22,85.74,60.0264,0,0,1,0
28.28,2,4.41,1.88,0.16,87.9,71.6404,0,1,0,0
29.01,2,4.36,1.39,0.2,88.77,62.4379,0,0,0,0
14.72,4,2.89,1.07,0.47,5.01,20.9951,0,0,0,0
38.71,2,2.41,1.25,0.31,114.7,86.3545,0,0,0,0
10.17,1,,1.41,0.25,98.63,41.4372,0,1,0,0
16.86,1,4.09,1.34,0.45,108.96,75.7144,0,0,1,0
21.85,3,3.93,1.23,0.26,6.8,32.5735,0,0,0,0
25.87,2,4.35,1.26,0.23,112.39,62.7959,0,0,0,0
12.88,4,4.81,0.76,0.18,98.13,32.2622,0,0,1,0
6.63,4,4.08,1.72,0.25,101.28,40.8036,1,0,0,0
30.92,4,2.47,1.31,0.23,15.73,46.5931,0,0,1,0
15.14,3,2.73,0.7,0.37,89.96,46.61319999999999,0,0,1,0
29.48,,4.53,1.65,0.22,115.39,78.5578,0,0,1,0
8.56,4,2.63,,0.33,83.03,46.2939,1,0,0,1
24.58,1,2.22,1.92,0.13,70.61,58.59289999999999,1,0,0,0
27.1,3,4.11,1.05,0.18,113.75,53.040000000000006,0,0,0,0
3.54,2,3.21,0.7,0.26,55.94,20.2324,1,0,0,0
17.49,2,4.76,1.28,0.47,73.92,61.8896,0,0,0,0
7.59,2,3.95,0.67,0.25,59.78,23.9803,0,0,0,0
4.11,4,2.27,1.9,0.37,112.28,51.6226,1,0,0,0
49.51,2,4.84,0.78,0.2,13.75,46.207800000000006,1,0,1,0
16.8,4,2.78,0.88,,62.63,26.9585,0,0,0,0
40.68,3,3.01,1.11,0.12,84.0,58.2448,0,0,1,0
13.48,3,3.21,1.07,0.22,96.07,38.769,0,0,0,0
34.39,4,2.15,1.69,0.16,72.05,71.7971,0,0,0,0
38.25,1,3.49,1.18,0.17,109.53,67.24510000000001,0,0,1,0
30.19,2,2.37,0.76,0.4,113.33,70.6464,0,0,1,0
24.11,2,3.2,0.9,0.11,12.4,26.263,0,1,0,0
21.18,2,3.05,1.26,0.32,51.27,46.1432,0,0,0,0
18.09,4,4.32,0.72,0.25,7.7,19.2698,0,0,1,0
46.55,3,4.41,1.42,0.3,42.88,83.375,0,0,0,1
41.7,2,2.46,1.35,0.33,66.74,80.7792,0,0,0,0
48.29,3,3.1,1.57,0.23,109.74,104.1555,1,0,0,0
7.09,2,,1.91,0.22,102.35,39.1789,1,0,0,1
36.81,2,2.45,1.87,0.39,19.66,78.95210000000002,0,0,1,0
46.98,4,4.4,1.92,0.45,15.7,101.6666,1,0,1,0
9.88,1,4.12,0.87,0.18,72.77,25.8142,1,0,1,0
4.26,4,2.57,0.7,0.14,66.19,14.8186,1,0,0,0
37.31,2,3.1,0.95,0.46,35.63,54.9343,0,0,1,0
29.15,2,2.32,1.84,0.24,108.44,81.9816,0,0,0,0
,1,3.88,1.96,0.32,111.65,122.418,0,0,1,0
7.85,3,2.36,,0.24,51.3,28.7235,0,0,0,0
39.97,3,4.96,0.67,0.15,107.38,47.846900000000005,0,0,0,1
10.88,2,,1.92,0.34,,41.9406,0,1,0,0
9.05,2,3.74,0.51,0.18,59.73,19.1069,1,0,0,0
40.91,1,4.73,1.16,0.28,19.1,57.53359999999999,0,0,0,0
33.59,1,3.66,0.57,0.42,111.71,69.7245,0,0,0,0
26.63,2,2.52,,0.34,57.22,57.1264,1,0,0,0
,1,3.14,,0.14,89.47,34.4316,1,0,1,0
43.98,4,4.53,1.21,0.32,47.22,72.8562,1,1,0,0
20.23,,3.93,1.42,0.38,7.17,35.3812,1,0,0,0
41.01,1,3.95,1.8,0.42,16.56,84.7232,0,0,1,0
19.47,2,4.68,1.15,0.16,84.35,40.56649999999999,0,0,0,0
23.67,1,4.76,1.73,0.38,43.49,62.2353,0,1,0,0
15.77,3,2.28,1.86,0.37,,63.0548,0,1,0,0
37.63,4,3.63,0.68,0.11,85.34,38.6058,0,1,0,0
25.63,3,4.22,1.3,0.26,85.95,59.886,0,0,1,0
12.38,2,4.27,0.93,0.23,61.64,29.9606,0,0,0,0
45.08,2,3.82,0.57,,110.21,70.29329999999999,1,0,0,0
19.81,3,2.5,1.5,0.19,61.26,43.8544,0,0,1,0
101.0397035425727,1,4.39,1.79,,56.78,283.6452005933156,0,0,0,0
45.42,3,4.16,0.74,0.47,27.93,50.89789999999999,1,1,0,0
31.59,3,2.26,1.72,0.42,40.38,73.5544,0,0,1,0
6.73,4,3.39,1.78,0.47,9.87,20.0083,0,0,0,0
47.05,4,2.52,1.87,0.49,77.86,128.6549,0,0,1,0
31.76,3,3.01,0.9,0.1,33.58,34.952,0,0,1,0
7.82,2,3.2,0.98,0.27,93.64,36.1464,1,0,0,1
39.91,4,3.65,1.33,0.44,42.63,75.4875,0,1,0,0
31.38,4,3.86,0.58,0.2,32.85,28.6304,0,0,0,1
27.14,2,3.99,0.57,0.49,24.44,31.4354,1,0,0,0
44.8,1,4.51,1.58,0.35,94.11,108.2325,1,0,1,0
39.64,4,2.65,1.17,0.42,19.92,57.3952,0,0,0,0
16.27,1,4.55,0.79,0.17,,28.164300000000004,0,1,0,0
13.18,4,2.47,1.5,0.4,84.05,55.86,0,0,1,0
37.45,4,4.92,0.5,0.11,77.83,32.2063,0,0,0,0
2.64,1,4.53,1.71,0.43,98.23,51.2833,0,0,1,0
28.92,1,3.5,0.62,0.11,10.15,22.5469,1,0,0,0
38.36,3,4.94,0.79,0.36,39.09,49.3168,0,1,0,0
43.96,2,2.29,1.08,0.25,37.22,59.0718,0,0,0,0
17.76,2,2.91,,0.34,21.79,32.1634,0,0,0,0
41.24,1,3.91,1.03,0.38,38.26,60.92600000000001,0,0,0,0
,1,3.05,0.98,0.24,,19.0904,0,0,0,0
42.48,4,4.79,1.95,0.14,65.02,96.7288,0,1,0,0
7.25,3,2.2,1.46,0.13,81.33,23.3579,1,0,0,0
20.47,3,3.65,,0.34,48.83,31.306,0,0,0,1
,1,3.77,1.15,0.31,87.74,77.0499,0,1,0,0
8.35,4,3.96,1.81,0.4,43.66,36.5375,0,0,0,0
12.23,4,2.77,0.95,0.3,38.38,25.9025,0,0,0,0
36.39,2,3.09,0.64,0.27,67.24,44.5344,0,0,0,0
36.28,2,4.53,1.64,,7.73,66.039,0,0,0,0
32.42,4,2.58,1.41,0.11,14.18,49.852,0,1,0,0
35.0,2,4.48,1.36,0.23,53.07,64.2861,0,0,1,0
27.59,1,3.69,0.58,0.49,113.43,75.27289999999999,1,0,0,1
13.34,4,4.29,0.71,0.45,87.97,53.3479,1,0,0,0
17.94,2,4.14,1.43,,15.13,33.2741,0,0,0,0
9.9,3,2.62,0.81,0.34,102.33,45.4312,1,0,0,0
45.51,4,3.71,1.26,0.44,89.21,100.305,0,1,0,0
29.59,4,4.6,1.32,0.28,75.26,64.73160000000001,1,0,0,0
20.64,3,3.3,0.93,0.11,99.33,33.4215,0,0,0,0
47.42,3,3.36,,0.3,30.47,95.9602,1,0,0,0
8.51,4,2.43,1.58,0.49,63.88,47.177,0,0,1,0
29.73,1,3.17,,0.38,68.12,47.488200000000006,1,1,0,0
25.79,2,4.86,0.66,0.13,66.91,30.5797,0,0,0,0
30.96,2,2.96,1.24,0.18,69.98,53.9468,0,0,0,0
1.89,2,4.6,0.74,0.41,114.1,52.77959999999999,0,0,1,0
43.73,4,4.64,1.97,0.44,108.76,138.6425,0,0,1,0
,,3.05,0.74,0.35,105.71,74.58429999999998,0,1,0,0
108.14699381139414,1,2.25,,0.36,97.16,239.17140732641303,0,0,1,0
35.14,2,4.17,1.05,0.11,113.49,53.550900000000006,1,0,1,0
46.2,1,2.93,1.46,0.43,16.33,77.40390000000001,0,0,1,0
35.65,4,4.35,0.69,0.42,35.49,43.8543,1,0,0,1
8.47,2,3.33,1.15,0.2,61.93,25.4565,1,1,0,0
29.24,4,3.46,0.91,0.38,,68.9614,1,0,0,0
30.73,3,4.33,1.83,0.19,63.09,72.553,1,0,1,0
21.78,4,3.15,0.56,0.12,91.02,26.2692,0,0,0,0
37.09,4,3.33,1.87,0.18,,76.46470000000001,1,1,0,0
46.78,3,3.13,1.75,0.17,34.03,90.7801,1,0,0,0
46.35,1,3.1,0.95,0.24,89.15,68.52850000000001,0,0,1,0
23.09,3,3.58,1.68,,23.94,48.835,0,0,1,0
6.55,3,4.43,0.55,0.3,45.41,21.6555,1,0,1,0
49.26,4,3.09,1.95,0.29,35.46,109.4304,0,0,0,0
42.11,1,3.57,1.29,0.21,45.23,67.3902,0,1,0,0
7.11,2,4.01,0.95,0.11,86.46,20.2751,0,0,1,0
,3,2.81,1.04,0.34,,66.85679999999999,0,0,1,0
43.62,,2.83,0.6,0.26,68.86,46.90559999999999,0,0,1,0
26.42,3,4.8,1.98,0.22,16.49,60.7394,1,0,0,1
29.97,3,4.17,0.56,0.45,97.58,64.86420000000001,0,0,1,0
20.55,3,3.73,1.48,0.4,47.54,53.16,0,1,0,0
3.68,3,3.94,1.16,0.44,79.58,43.224,0,0,0,0
17.42,4,2.09,1.92,0.3,88.42,62.0624,0,0,0,0
40.34,1,3.85,0.87,0.15,29.11,43.31230000000001,1,0,1,0
1.23,1,3.53,1.3,0.38,106.74,45.6902,0,0,1,0
,1,3.64,1.22,0.18,75.87,38.4514,0,0,0,0
20.51,3,3.08,1.55,0.28,54.3,50.07450000000001,0,1,0,0
27.33,4,2.24,0.6,0.13,25.97,22.0141,0,0,0,0
46.07,3,2.58,0.79,0.43,113.36,87.7201,1,0,0,0
17.97,3,4.85,0.82,0.15,91.83,33.3599,1,0,1,0
18.0,1,3.23,1.61,0.46,28.92,45.513200000000005,0,0,0,1
37.14,3,3.4,0.78,0.45,43.84,52.0972,0,1,0,0
23.16,2,2.16,1.36,,98.11,62.1095,0,0,1,0
,3,2.11,0.82,0.4,85.0,45.9582,0,0,0,1
23.17,2,4.15,1.79,0.35,93.07,78.1988,0,0,0,0
7.9,3,3.61,1.91,0.42,55.74,42.1098,0,0,0,0
