Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Day_of_Week_Weekend,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night
1.97,1,2.08,1.98,0.37,71.48,sort of low,0,0,0,0
40.2,3,3.38,1.53,0.2,66.51,very high,0,0,1,0
9.75,1,3.89,0.99,0.3,105.81,medium,1,0,0,0
32.98,3,3.67,0.64,0.49,109.94,very high,0,0,1,0
36.39,4,2.26,1.47,0.34,114.15,very high,0,0,1,0
42.93,2,3.24,0.54,0.14,119.84,medium,0,0,0,0
33.74,4,4.97,0.92,0.42,48.47,high,0,0,0,0
15.36,1,3.49,0.74,0.34,6.06,Low,0,0,0,0
44.92,2,2.99,1.84,0.28,57.97,,0,0,1,0
1.64,3,3.32,1.53,0.44,61.16,sort of low,0,0,0,0
11.19,3,4.05,0.6,0.3,84.0,medium,0,0,0,0
29.57,3,4.62,1.11,0.32,39.61,medium,0,0,0,0
13.71,3,3.54,0.76,0.3,27.87,sort of low,0,0,0,0
21.06,3,3.19,1.74,0.28,17.7,medium,1,0,0,0
28.05,1,2.6,1.23,0.15,58.8,medium,0,0,0,0
38.42,1,4.29,0.63,0.4,65.68,high,0,0,0,0
7.87,2,3.52,1.57,0.16,64.51,sort of low,0,0,0,0
24.88,2,3.4,1.54,0.2,68.14,high,1,0,1,0
44.83,3,2.17,1.09,0.19,72.04,high,1,0,0,0
40.19,1,2.79,1.12,0.1,51.19,high,0,0,0,0
14.17,4,4.84,0.65,0.15,37.82,Low,1,0,0,0
27.54,1,4.3,0.96,0.49,102.08,very high,1,0,0,0
13.64,4,3.77,1.5,0.15,100.3,medium,0,0,1,0
7.83,4,4.16,0.93,0.18,99.63,sort of low,0,0,0,0
41.91,2,4.82,1.19,0.34,26.72,high,0,0,0,0
49.24,2,4.64,0.79,0.13,85.63,high,0,0,0,0
26.76,2,3.55,0.82,0.44,38.42,medium,0,0,0,0
9.41,3,4.32,0.53,0.48,39.21,sort of low,1,0,0,0
1.9,1,3.66,0.82,0.28,88.44,sort of low,1,0,1,0
6.77,2,2.38,0.92,0.36,5.1,Low,1,0,0,0
14.43,4,2.81,1.46,0.21,24.69,sort of low,0,0,1,0
28.15,2,2.06,0.61,0.18,17.02,sort of low,0,0,0,0
1.54,3,3.62,1.56,0.38,10.13,Low,0,0,0,0
43.82,4,2.19,1.48,0.15,42.17,very high,0,0,0,0
30.27,4,3.66,0.67,0.41,41.65,medium,1,0,0,0
30.43,2,4.52,1.3,0.37,56.58,high,1,0,1,0
33.59,4,4.99,1.16,0.15,77.02,high,0,0,1,0
9.59,2,3.29,0.9,0.38,21.83,Low,1,0,0,0
26.43,4,3.85,1.41,0.36,48.72,high,1,0,0,0
3.3,2,3.22,1.11,0.25,105.2,medium,1,0,0,0
9.15,2,2.12,0.84,0.48,81.26,medium,0,0,0,0
5.06,1,2.8,1.22,0.48,83.63,medium,0,0,1,0
15.15,2,4.43,1.06,0.5,98.52,very high,1,0,0,0
18.43,2,2.17,1.08,0.2,114.78,medium,1,0,0,0
28.75,2,4.8,1.42,0.22,63.9,high,1,0,0,0
24.33,3,4.3,1.0,0.11,46.42,medium,0,0,1,0
36.9,4,3.94,1.81,0.28,106.66,,1,0,1,0
2.53,2,4.14,1.1,0.45,110.59,high,0,0,1,0
17.38,2,3.78,1.01,0.1,17.91,sort of low,0,0,1,0
6.22,4,3.87,1.16,0.47,75.63,medium,1,0,0,0
4.68,4,2.03,1.24,0.47,97.5,high,1,0,0,0
36.68,4,2.58,1.11,0.39,108.41,very high,0,0,1,0
22.31,2,3.15,1.94,0.31,26.43,high,0,0,0,0
13.07,2,3.27,1.4,0.19,16.47,sort of low,1,0,0,0
14.34,1,3.23,1.01,0.29,45.07,sort of low,0,0,0,0
5.49,4,2.39,0.62,0.49,58.39,medium,1,0,0,0
47.56,1,2.67,0.82,0.17,114.94,high,0,0,1,0
